================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_C14_H501
Element  : H501_shaft
Script   : full_pipeline.py
Date     : 2026-05-29 14:47:40
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
     45.65     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     46.05     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     46.45     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     46.85     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     47.25     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     47.65     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     48.05     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     48.45     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     48.85     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     49.25     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     49.65     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓

MOST CRITICAL SECTION
--------------------------------------------------------------------------------
  x                     : 200.20  [mm]
  diameter              : 20.00  [mm]
  Kt                    : 1.0000
  Kf                    : 1.0000
  Kts                   : 1.0000
  Kfs                   : 1.0000
  q (bending)           : 1.0000
  qs (torsion)          : 1.0000
  Ma                    : 220895.71  [N·mm]
  Tm                    : 100000.00  [N·mm]
  Se'                   : 264.84  [MPa]
  ka                    : 0.7231
  kb                    : 0.8999
  ke                    : 0.8140
  sigma_a               : 281.253  [MPa]
  sigma_m               : 110.266  [MPa]
  nf_goodman            : 0.853
  nf_asme               : 0.934
  ny                    : 2.043
  Safe                  : ✗
  Langer OK             : ✓

================================================================================
STATUS : WARNING: 94 section(s) unsafe
================================================================================
